# productos.csv - Archivo de productos Fase 2 EDD S1 2026
,

SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
S007,Jugo 251,5RA27RQ00B1S8,Higiene,2027-10-09,Sabritas,344.82,15
S018,Acondicionador 897,KXLMEGW4R7Y2A,Lacteos,2025-06-09,Bimbo,90.0,35
S023,Carne 501,O1U4SZJQRBL9,Congelados,2025-04-10,CocaCola,310.67,18
S001,Naranja 540,D9PZCXIXK5,Bebidas,2027-10-27,PepsiCo,327.22,166
S014,Pollo 336,GSC8Y8AAGC3,Congelados,2026-11-27,Maseca,426.1,1
S022,Naranja 659,VHAQJC9X8D,Lacteos,2025-07-11,Colgate,261.21,50
S009,Manzana 634,5B5JVQ6LC0E,Congelados,2025-04-09,CocaCola,345.44,180
S008,Helado 292,V6Y1ANME81A,Carnes,2026-08-14,Maseca,40.08,74
S004,Papas 660,LWS62N66W6T16,Verduras,2026-03-10,Maseca,281.0,160
S001,Manzana 177,XFARY616S3,Verduras,2026-07-05,Colgate,336.74,122
S002,Pan 719,9TJDOG7H91K,Congelados,2027-09-17,Colgate,345.05,169
S003,Leche 102,ZDWUQPU9TR7,Bebidas,2026-03-16,Colgate,170.51,176
S013,Manzana 295,O8D354XDCWUEC,Snacks,2027-12-16,Nestle,207.32,33
S026,Tortilla 221,ZB36N08CYS,Carnes,2025-06-08,Bimbo,40.57,106
S029,Pan 600,25GN3CBQSI4,Panaderia,2027-09-21,Kelloggs,372.63,76
S015,Leche 576,UOYCPAYOGH3M,Lacteos,2025-01-26,PepsiCo,306.0,123
S005,Shampoo 951,0QTQ7Q4SI3,Verduras,2027-09-19,Unilever,184.44,84
S016,Papas 69,8ZS9T65P4R,Snacks,2025-06-09,Bimbo,438.59,125
S006,Carne 966,P3AAS5QHOH1,Snacks,2027-04-02,Maseca,301.75,127
S020,Carne 642,FLIVLTVC64TV,Lacteos,2025-04-16,Bimbo,283.1,70
S007,Detergente 595,0RJQ3OG2M96,Panaderia,2025-04-04,CocaCola,410.97,87
S019,Brocoli 682,WSOS2SZFCLO4,Frutas,2026-02-02,Sabritas,282.71,113
S025,Zanahoria 892,RVEWHKNN2NEK,Bebidas,2026-01-10,Maseca,418.35,190
S001,Jabon 679,KAVWP6LLPJC,Panaderia,2027-12-16,Nestle,486.69,136
S012,Leche 936,80KIJM069P69L,Snacks,2026-07-02,Nestle,195.99,176
S002,Jugo 669,Z44MZUKDEBSSL,Panaderia,2025-09-06,Kelloggs,234.79,115
S024,Yogurt 973,LKQJQBR09W,Higiene,2026-04-26,Unilever,238.8,4
S003,Jabon 855,3WWCKQA2P3V,Limpieza,2026-06-12,Colgate,299.86,69
S002,Pollo 578,SDKM7FB0Y388,Snacks,2026-02-24,Nestle,179.66,95
S012,Shampoo 695,4SFXMLB1ONCJ,Panaderia,2025-10-06,Bimbo,474.3,7
S029,Zanahoria 978,A6VQ6D7KVA22,Bebidas,2026-08-11,Nestle,174.66,130
S004,Brocoli 363,GQPILBS9SL,Limpieza,2025-07-17,Maseca,298.38,30
S009,Shampoo 420,MS7DLHIH0AZ,Bebidas,2026-08-01,Sabritas,323.65,139
S002,Leche 197,MT5FV9PSEN,Carnes,2026-11-18,Kelloggs,50.44,86
S002,Leche 694,Y0KB4W7CWI7,Snacks,2026-10-24,Kelloggs,137.18,152
S006,Carne 694,3SWS0C4JDE1YS,Verduras,2025-12-11,Lala,48.09,137
S003,Refresco 249,P06OIXTZUA2,Frutas,2026-10-08,Colgate,193.85,78
S030,Yogurt 826,VW5Z4G4K92D,Verduras,2027-06-10,Unilever,34.74,123
S009,Tortilla 382,E14GA6RPQ93,Panaderia,2027-11-11,Kelloggs,280.42,172
S004,Pollo 748,PYY044OXOLKC,Panaderia,2025-06-17,Bimbo,442.68,42
S024,Zanahoria 914,KCSH6MDALJSQ2,Higiene,2025-12-11,Kelloggs,116.53,39
S011,Shampoo 131,OL9HH4UDVJPF,Limpieza,2025-01-22,PepsiCo,224.24,3
S021,Naranja 483,0P2J8NA7EX,Panaderia,2027-09-21,Colgate,102.86,31
S025,Pan 838,DEQLG5HZ4PEDW,Limpieza,2025-06-06,PepsiCo,256.69,16
S019,Pan 399,13J7BHEQFGA,Congelados,2026-03-13,Maseca,7.83,129
S022,Brocoli 759,YAXZWEN1RZ35,Carnes,2027-01-19,Kelloggs,133.29,24
S030,Detergente 692,ZPQG8P6WEHFO,Verduras,2026-02-18,Bimbo,278.16,101
S013,Galletas 869,JKYXVXZFHP9L,Higiene,2025-02-19,CocaCola,274.01,184
S002,Pollo 391,TX6DLICH66,Lacteos,2027-11-22,Bimbo,79.57,57
S025,Naranja 128,GNBOXAAHQUJ,Bebidas,2026-02-12,Maseca,199.97,100
S008,Tortilla 300,CSDN0YQSI0,Verduras,2027-11-01,Sabritas,375.98,181
S007,Tortilla 432,3GKMHIMSOU3Y,Lacteos,2026-08-06,Nestle,289.47,146
S010,Yogurt 777,I3ORN53N6QLXK,Bebidas,2027-08-02,PepsiCo,262.79,158
S015,Refresco 679,APP64MNE60,Verduras,2027-08-27,PepsiCo,225.91,164
S016,Shampoo 136,TXFZ6APK9XSZR,Verduras,2026-05-21,Bimbo,347.91,125
S029,Carne 422,EQ00C48KUDB6O,Verduras,2025-04-25,Colgate,71.73,172
S016,Pan 308,295GTC051BB,Higiene,2027-04-02,Kelloggs,482.38,150
S008,Detergente 539,3D66ORDL8X37Y,Frutas,2027-09-27,PepsiCo,448.25,178
S002,Shampoo 929,G2CBAB8QJFD,Frutas,2027-03-08,Colgate,124.12,13
S005,Papas 300,89SIFC9ZDSW,Congelados,2025-02-01,Kelloggs,178.88,186
S020,Papas 367,YHP6YR1JKES,Lacteos,2027-11-14,PepsiCo,483.34,191
S012,Refresco 693,6GWL3XZYF6,Congelados,2026-10-03,Lala,103.92,57
S020,Naranja 674,S87W3TZ87AD,Snacks,2027-08-23,Colgate,76.13,151
S026,Pollo 855,EVWTXNKIDY,Panaderia,2026-04-13,PepsiCo,226.55,135
S002,Pizza 882,5SCSRVONTBM,Snacks,2025-10-26,PepsiCo,408.47,51
S013,Acondicionador 356,XASKLJ2C2X4,Carnes,2026-03-06,Unilever,396.06,179
S004,Shampoo 327,H4VU3SQFRQFK,Bebidas,2025-07-14,Maseca,202.16,189
S028,Jugo 823,WCDJVYUSPX,Panaderia,2027-07-03,Maseca,388.23,41
S018,Pizza 201,W1PTBDX9FM2E,Limpieza,2025-01-03,Maseca,242.82,125
S024,Detergente 952,LHTNH9K4AE,Frutas,2027-12-11,Kelloggs,436.01,37
S019,Galletas 816,60J7HO6UUCEX,Higiene,2026-08-18,Maseca,255.16,38
S024,Papas 991,Q5OO8BAQ7FD9,Limpieza,2025-09-07,CocaCola,95.72,103
S017,Brocoli 401,9JPADJH2X8X,Panaderia,2026-06-13,Colgate,269.99,45
S019,Leche 610,HO6SWVEE150I,Verduras,2026-06-23,Kelloggs,431.53,69
S018,Carne 336,TF2F635R2Z1GJ,Snacks,2026-11-25,Colgate,197.47,188
S015,Tortilla 360,YDJQL0B6DG,Verduras,2026-08-20,PepsiCo,416.77,63
S023,Pollo 58,VNMH36U9Y6,Congelados,2027-01-06,PepsiCo,51.72,12
S012,Pizza 440,METJ7YQ7VA,Carnes,2026-04-18,Kelloggs,445.36,52
S020,Galletas 365,GMUV89UWZ691H,Limpieza,2025-09-07,Kelloggs,341.62,175
S028,Tortilla 46,EC8LDG6QFMUCI,Higiene,2027-04-13,Sabritas,430.28,55
S002,Pollo 701,Z8IFIEKP2STJ,Lacteos,2026-04-28,Sabritas,409.86,197
S018,Detergente 978,YHI7ZJKA03FNW,Frutas,2026-10-05,Kelloggs,44.59,106
S015,Pollo 314,NI5HW7715NT6,Congelados,2027-04-09,Lala,407.29,135
S020,Manzana 458,E22S3IK1NMR,Higiene,2027-10-27,Maseca,467.75,89
S002,Leche 405,EM16BHHM0YI5,Higiene,2027-03-12,Nestle,374.96,13
S020,Galletas 410,M5LEYJR18NQ,Carnes,2025-08-09,PepsiCo,163.95,58
S002,Papas 384,HDM8D840MBB,Panaderia,2027-04-05,Kelloggs,70.47,141
S001,Pizza 282,P0W92FS9KYS4,Snacks,2027-12-28,Nestle,435.61,7
S025,Brocoli 217,TTQ1Y2ZWVI,Verduras,2027-06-23,Maseca,447.37,128
S004,Detergente 13,LH6Q35OCFP,Snacks,2025-06-14,Lala,164.96,45
S004,Acondicionador 68,QB0X1FACJ8P7,Lacteos,2026-07-26,Kelloggs,204.15,70
S025,Galletas 301,TJLC7KEY0L,Panaderia,2025-03-21,CocaCola,131.46,119
S020,Refresco 72,51PONNW0VAG,Verduras,2027-08-18,CocaCola,456.56,56
S007,Leche 648,VB6B28A7PD1,Verduras,2025-01-11,Bimbo,297.82,173
S017,Detergente 800,D1PEP2I9ML,Bebidas,2026-08-14,Bimbo,125.95,143
S018,Zanahoria 63,53DRB1OMVKC,Lacteos,2027-03-19,Maseca,322.27,91
S029,Zanahoria 178,DO3158YHCL,Snacks,2026-11-09,Nestle,332.64,23
S026,Carne 457,YPDTL6Q0SFSM,Higiene,2025-06-06,Colgate,497.87,18
S009,Galletas 945,289BV36ITTPKQ,Bebidas,2025-06-27,Lala,204.06,64
S017,Jugo 504,KC8EVZ1ZBAX6Y,Limpieza,2025-08-06,Sabritas,232.34,190
S005,Jugo 303,VVEPNDROW3,Bebidas,2026-07-16,Maseca,459.04,150
S010,Galletas 612,SGKYFXY9R6,Snacks,2026-08-16,Colgate,346.94,156
S016,Yogurt 919,3VIU1Z0AOT7,Lacteos,2026-10-17,Colgate,352.0,176
S006,Shampoo 873,ZA5IDP6G7Q9K,Frutas,2027-07-27,Unilever,318.1,159
S016,Jabon 814,VF9M2KFK90H,Congelados,2027-03-10,Bimbo,435.19,136
S022,Jugo 804,IVAH3JUP4GEAM,Verduras,2026-07-26,PepsiCo,328.49,11
S020,Acondicionador 609,7RXHOGT70VU5,Panaderia,2027-01-06,PepsiCo,425.39,168
S012,Tortilla 520,SJNYRKXSAJUBL,Congelados,2027-10-09,PepsiCo,39.45,28
S015,Zanahoria 63,HRYOAJP25237,Verduras,2027-01-08,Colgate,112.79,20
S007,Shampoo 9,CU6JVGY359Q,Verduras,2027-02-20,Maseca,345.81,180
S024,Naranja 16,VV9UHVNC0D,Panaderia,2027-11-03,Unilever,395.21,142
S027,Leche 83,XD7DFO0Z2K,Higiene,2025-03-02,Unilever,56.27,97
S011,Yogurt 550,MIVV55YN2O3IQ,Frutas,2026-06-25,Lala,441.98,61
S011,Papas 997,5AN3R2PMEO,Higiene,2026-01-18,PepsiCo,233.69,133
S025,Leche 428,GL4ZD9768P,Snacks,2026-01-23,PepsiCo,264.5,2
S025,Papas 969,PGBYVSKCX5LSW,Panaderia,2027-05-24,PepsiCo,445.91,66
S013,Galletas 744,C1V3ZVDC1VDXB,Snacks,2026-02-01,Maseca,146.75,119
S014,Naranja 632,GV7TD1A44N2,Carnes,2025-11-07,Sabritas,440.56,98
S021,Carne 825,FS5V65NBES7,Higiene,2027-07-09,Unilever,217.95,173
S027,Pollo 486,Z9EMJ2WZ6VNO,Congelados,2025-10-16,Maseca,258.89,80
S022,Naranja 111,79J0ETFMGQ769,Bebidas,2027-09-05,Maseca,484.02,141
S017,Brocoli 790,PPWKJWXLF82HS,Higiene,2026-09-15,Unilever,341.66,101
S014,Refresco 304,5RLBU3QGLTB,Higiene,2027-02-01,Colgate,335.65,21
S015,Zanahoria 811,GJ1MHPIXQFR,Bebidas,2025-12-21,Bimbo,353.67,135
S001,Acondicionador 455,59MCDFNP2J,Carnes,2027-04-01,Sabritas,459.89,150
S007,Helado 273,ST3E5ER1LLKMO,Bebidas,2026-04-17,Bimbo,162.07,134
S001,Acondicionador 660,3JTT3VA1JM3T,Frutas,2025-12-03,Bimbo,61.13,79
S026,Naranja 88,TRHHBWQ2JDW,Snacks,2026-08-11,Unilever,191.38,40
S029,Jabon 11,0JRB4N6UO3QA,Bebidas,2027-09-11,Nestle,477.64,19
S007,Leche 163,DVX5BC7SVI41,Verduras,2027-07-13,Bimbo,145.88,199
S012,Pan 342,7JSGB9X9QYPR,Carnes,2025-08-19,Nestle,339.91,85
S007,Shampoo 274,YIPQJON4LDBE,Limpieza,2025-12-24,Nestle,84.78,192
S016,Shampoo 105,IWOZ7JF1U95,Lacteos,2026-04-20,Sabritas,84.64,34
S010,Carne 347,VJ07PG56X1KAN,Higiene,2026-05-04,Sabritas,213.34,186
S010,Pizza 114,BEDWIWKMZUYY,Bebidas,2026-07-28,Unilever,169.41,163
S003,Carne 258,8RO51DJCXXBBY,Limpieza,2027-07-25,Lala,433.82,36
S019,Detergente 579,IIGIV65E662T,Bebidas,2025-05-12,Bimbo,219.07,1
S022,Detergente 421,V24GB2L8RPB,Carnes,2025-05-03,Colgate,326.83,30
S005,Zanahoria 331,UVG09YMGWQMGE,Frutas,2026-09-05,Unilever,170.24,35
S006,Brocoli 345,D5G8G0E9T84S,Panaderia,2026-05-14,CocaCola,414.8,93
S018,Zanahoria 973,8Z1RTHJJYESM8,Panaderia,2025-01-05,CocaCola,104.43,127
S007,Detergente 944,9X6438S3Z6CFA,Congelados,2025-06-11,Bimbo,208.43,175
S021,Yogurt 910,W4YJB5GGUANH,Limpieza,2025-06-15,Maseca,66.85,135
S004,Manzana 420,GWZOCWS0SP4,Congelados,2026-06-20,PepsiCo,68.41,53
S008,Galletas 33,QVMSK4CSMF6CI,Congelados,2027-07-06,Colgate,64.4,84
S011,Papas 204,8D61JG7GLJ,Panaderia,2027-04-02,Nestle,143.34,79
S014,Carne 265,4B2TVC7EWHWJ,Snacks,2026-11-18,Unilever,6.32,39
S010,Helado 568,XAA5YGFC8PIP,Frutas,2026-12-28,PepsiCo,330.61,15
S014,Brocoli 514,IH6SDJWY4OJW,Verduras,2025-03-14,PepsiCo,102.53,153
S014,Yogurt 517,YANSHD4KZOQ8E,Lacteos,2027-03-20,PepsiCo,218.67,6
S023,Detergente 254,E44MJIV31IN9,Congelados,2025-06-08,Colgate,436.59,187
S011,Acondicionador 11,BGNKL9DLXF4C,Congelados,2026-06-27,Colgate,342.89,184
S021,Brocoli 446,9WW5RHV3IQ3,Carnes,2027-07-26,Maseca,95.97,133
S030,Galletas 760,8EJ4DXZEE2K2,Higiene,2027-06-04,CocaCola,378.97,39
S010,Shampoo 480,SP8AGNIWF96,Snacks,2025-10-05,Lala,223.57,151
S018,Jugo 695,E9OTYL2YMRW,Panaderia,2027-12-11,Sabritas,291.96,69
S026,Detergente 746,AFPT431LOT5GS,Frutas,2026-12-08,PepsiCo,407.26,75
S009,Papas 991,YHMV52RLQQW,Frutas,2026-03-28,Unilever,319.49,16
S025,Refresco 492,Y1KGXYSTFW5,Higiene,2027-12-10,Colgate,223.01,30
S030,Yogurt 444,VP2KXJVADE3P,Limpieza,2025-05-07,Colgate,335.51,76
S012,Helado 37,QXHFXGOVH2A1Z,Panaderia,2027-11-27,Sabritas,313.92,3
S029,Tortilla 863,6DPBCBBGZH00,Limpieza,2025-06-13,Bimbo,295.51,194
S025,Papas 85,86WS2EUJ0JJLX,Verduras,2026-04-16,Bimbo,109.54,180
S022,Papas 557,AYI74XAHBCZ,Panaderia,2027-01-13,Nestle,333.73,93
S024,Galletas 264,Z0CCE04UWWUE0,Higiene,2025-09-08,Sabritas,112.08,29
S009,Refresco 880,TTQS3BUST8M,Limpieza,2025-11-08,Sabritas,20.47,172
S016,Tortilla 179,EK1Y8ITU3O,Frutas,2026-07-05,Maseca,64.06,79
S014,Naranja 555,YY1AZ5OIR7,Bebidas,2027-05-11,Unilever,325.23,2
S018,Jugo 435,Z6R535NPCOG8L,Verduras,2027-12-22,Kelloggs,443.59,26
S006,Naranja 386,1ZIXQYKBIVFAU,Verduras,2026-01-20,Nestle,416.49,156
S019,Acondicionador 290,KNN6OMNQJ9,Lacteos,2025-12-02,Kelloggs,106.3,52
S029,Pan 79,MQTDFAC79G,Higiene,2027-11-19,Kelloggs,329.53,177
S017,Galletas 37,HOBXX4M10NND1,Panaderia,2027-04-02,Maseca,16.1,38
S001,Naranja 422,MJ1PPU4OBRUP,Frutas,2026-11-25,Sabritas,239.75,167
S021,Carne 606,B7YGDUA5YWCZ,Lacteos,2027-08-20,CocaCola,105.61,198
S016,Carne 134,SV6TNC67Q4LSS,Congelados,2026-09-28,PepsiCo,430.41,76
S029,Yogurt 358,ZEW0VUL4Q4,Lacteos,2025-03-07,Sabritas,304.12,99
S020,Papas 562,LE8UR2WR74X,Bebidas,2027-09-26,Bimbo,112.97,97
S021,Pan 584,D1LJW6BHJ0HG0,Congelados,2027-12-05,Maseca,183.55,152
S010,Galletas 516,4T649EJ634RUM,Carnes,2027-05-02,Lala,476.42,11
S011,Pan 346,PZFV02MJH4T,Panaderia,2027-06-01,Bimbo,332.28,70
S005,Refresco 773,AVWYGW6MLVIH,Higiene,2027-05-01,Sabritas,363.84,164
S025,Jabon 130,MUBTX2FVSA5,Lacteos,2026-11-24,Maseca,34.77,200
S005,Yogurt 301,6QF6RLFQQY3,Limpieza,2027-02-08,PepsiCo,46.63,96
S019,Carne 287,0ES6IKGZOIDP,Bebidas,2026-06-09,PepsiCo,418.96,89
S001,Zanahoria 323,PEGIFQVIPO,Limpieza,2025-06-02,Nestle,281.3,99
S028,Acondicionador 474,JRX7DUOEK22U,Limpieza,2027-11-22,Kelloggs,413.41,134
S025,Acondicionador 195,O5X8PQKK5T3,Bebidas,2026-03-20,Maseca,303.94,179
S005,Zanahoria 869,STGOG9JRI8X50,Verduras,2025-11-04,CocaCola,52.28,144
S002,Galletas 575,WKE3W1FCFW,Carnes,2027-01-22,Bimbo,47.97,193
S027,Naranja 448,XWOFUJLK0A,Snacks,2027-05-28,Lala,173.21,173
S030,Brocoli 261,KB6VL65QAU9TR,Lacteos,2026-10-10,CocaCola,155.95,107
S014,Detergente 999,K2TU1XECYNSA5,Lacteos,2025-10-01,Bimbo,155.75,108
S007,Galletas 120,XPUMK92FNS8GA,Higiene,2027-09-03,Lala,438.97,149
S012,Zanahoria 747,HC682UUZ43Z,Verduras,2026-02-22,Kelloggs,87.33,164
S021,Tortilla 439,7KWR7YCFXB1A,Bebidas,2026-05-27,Kelloggs,134.23,167
S023,Jabon 570,U5AH3QVYCIG,Bebidas,2026-06-03,Lala,450.62,60
S020,Pan 610,K2DSL60HZDQ,Lacteos,2025-04-13,Sabritas,380.24,141
S030,Carne 159,CWUEEYMNP2,Carnes,2027-02-19,Sabritas,418.67,33
S012,Brocoli 50,L9WKHHL72D,Limpieza,2027-01-15,Bimbo,481.01,123
S027,Yogurt 459,IEQ3RT2LG24,Higiene,2025-05-20,PepsiCo,259.98,33
S008,Yogurt 714,7H9ZMR80FV,Snacks,2027-03-28,Kelloggs,170.3,105
S014,Refresco 137,6GJZ8UVFDPT0,Bebidas,2026-07-21,Maseca,310.4,78
S024,Zanahoria 820,T74FZ499DH,Frutas,2026-04-10,Nestle,227.73,43
S030,Refresco 337,DQ86VCMHOSIE,Higiene,2025-04-10,Nestle,260.46,94
S018,Pollo 459,VQDV755YLDN3Z,Verduras,2026-04-03,Lala,400.43,2
S028,Zanahoria 180,KG2TE8ZDPJ,Higiene,2026-10-18,Maseca,464.17,155
S029,Helado 733,TJXGBERBSHN,Verduras,2027-01-17,Unilever,111.35,188
S016,Naranja 36,T6J4WJWQ8ZS,Carnes,2027-08-07,Bimbo,318.05,127
S020,Pollo 252,Y0WKIW8XRFHC,Verduras,2026-03-18,CocaCola,78.2,65
S013,Galletas 361,1RWZ2ZOP9ZRN,Panaderia,2026-02-28,Maseca,312.58,28
S026,Acondicionador 364,BCANBHYNE9O2,Congelados,2027-07-22,Nestle,483.33,147
S022,Refresco 913,T9EOA1F7HZ,Carnes,2027-01-17,Kelloggs,432.29,27
S003,Brocoli 152,63SU0RD1IT04D,Bebidas,2027-06-05,Bimbo,316.95,195
S024,Galletas 623,8LCYBDS4HT,Carnes,2026-02-25,Nestle,267.95,54
S017,Pan 747,WZUASG5P1660,Frutas,2027-01-14,Maseca,189.41,152
S007,Shampoo 988,7U72K20MKQE3,Limpieza,2026-12-17,Unilever,169.54,28
S029,Detergente 565,AY9S2WARR1H,Snacks,2025-10-11,Bimbo,46.83,94
S002,Detergente 334,8261NZEFZAXLR,Snacks,2027-05-14,Bimbo,469.34,25
S020,Manzana 688,IVYXDCI19TJV,Congelados,2027-03-21,Colgate,321.86,81
S005,Naranja 129,YOYLXDQ19GWHT,Lacteos,2026-01-25,Unilever,20.84,79
S005,Brocoli 448,TP6PXUCTIX,Panaderia,2027-06-06,CocaCola,398.16,87
S016,Carne 55,0D3TP76ZQWDX0,Limpieza,2027-04-09,Unilever,148.39,198
S022,Pan 296,X2GJU5EQS5,Snacks,2025-07-02,Maseca,468.15,193
S025,Zanahoria 779,MV8EL7Z7Y0UM,Carnes,2026-11-07,Unilever,219.85,86
S003,Helado 33,HULV5YK7QO7,Frutas,2026-04-02,Lala,42.96,19
S014,Detergente 64,P088HQDS69C,Carnes,2025-10-12,Lala,359.07,6
S006,Leche 693,02T1416QJ2DRT,Higiene,2025-09-05,Lala,451.31,78
S023,Galletas 95,7BOYCF3SOFEY,Lacteos,2025-02-19,Bimbo,497.27,68
S025,Pan 472,E6WN5JGBLE3W8,Congelados,2026-03-10,PepsiCo,456.71,3
S006,Jugo 333,W9OUFLPCX8BU,Higiene,2025-07-13,PepsiCo,120.92,118
S023,Pan 674,HKU1NTB1VP,Carnes,2025-07-06,Kelloggs,360.3,28
S022,Manzana 932,V2OT5K5RK05KK,Bebidas,2025-11-11,Lala,353.67,161
S018,Jugo 989,NTGERLJWNWN3,Congelados,2026-08-16,Unilever,435.77,178
S021,Pizza 521,YVMVXFKLUB9,Frutas,2025-07-12,Maseca,59.69,37
S026,Zanahoria 126,1AFHBS7LB8HH5,Limpieza,2025-09-18,CocaCola,448.1,105
S018,Pizza 767,RPU2B6IL23Y8,Higiene,2027-12-21,Colgate,87.85,197
S009,Leche 844,GYUWH7G9HC,Higiene,2027-08-16,CocaCola,210.43,113
S026,Refresco 33,MHVVWCIC3PVUZ,Limpieza,2026-02-06,CocaCola,133.24,82
S016,Detergente 949,N0L1NF3JPF,Panaderia,2025-08-07,Sabritas,235.56,138
S022,Pan 243,HWX8KABUCG73,Bebidas,2026-01-02,Maseca,293.87,35
S009,Tortilla 78,S5H6CYSJVYK,Limpieza,2025-08-04,Sabritas,226.57,138
S019,Shampoo 687,96FEJUNY4M,Snacks,2027-09-22,Sabritas,437.22,115
S020,Pizza 135,VKRAWE7FYEH,Panaderia,2027-07-03,Colgate,465.45,134
S008,Carne 922,5BSMQHH6RT,Congelados,2025-09-23,Unilever,171.02,5
S023,Papas 730,MGEQ1YO0FV,Congelados,2025-05-24,Lala,177.87,132
S002,Jabon 346,65ABEIIH9BXHZ,Congelados,2025-10-27,CocaCola,269.85,183
S019,Yogurt 549,DTM1YOX4TOR,Verduras,2027-05-04,Nestle,368.19,166
S003,Pan 484,Y0IMTCNNLGG,Lacteos,2025-03-27,CocaCola,448.65,172
S028,Yogurt 149,FK7CLZ8YTJV,Limpieza,2025-10-20,Kelloggs,138.52,139
S004,Jugo 187,31LLNGV1253,Snacks,2027-10-18,Unilever,19.84,25
S020,Tortilla 526,9J3APD59DOP,Frutas,2026-08-21,Lala,289.38,24
S001,Detergente 658,2BDBHGJNBOK8,Limpieza,2025-11-11,CocaCola,121.77,151
S018,Brocoli 928,8G11RSD0FVL,Carnes,2026-09-03,Maseca,295.08,105
S002,Detergente 191,HJPFAH3SXEF,Snacks,2026-08-10,Kelloggs,82.51,137
S028,Leche 931,I5RCPJBVLF,Frutas,2026-10-17,Kelloggs,491.76,160
S018,Detergente 146,FCVONVCLBRR1,Panaderia,2026-03-14,Kelloggs,340.73,180
S016,Carne 320,WZRSJOCONBG4,Lacteos,2027-07-14,PepsiCo,20.12,151
S014,Detergente 111,6PM1ODCAV65T,Congelados,2027-03-02,Bimbo,135.76,127
S030,Detergente 84,12V48ORHF4A,Panaderia,2027-12-07,Colgate,327.83,106
S011,Tortilla 30,IZ0WCU3GWQ,Verduras,2025-05-07,Nestle,300.8,163
S018,Brocoli 264,0RMMTE1VVN66,Carnes,2026-06-18,Sabritas,267.06,25
S015,Papas 928,EQM9UW77X3,Carnes,2026-04-14,Maseca,163.28,53
S011,Jugo 88,S4EXUI628HQL,Frutas,2027-07-01,Bimbo,107.74,59
S023,Tortilla 555,KTDKDVB1D3,Limpieza,2025-03-21,CocaCola,364.41,16
S025,Galletas 306,ROILSHXQ75K,Carnes,2025-04-18,Colgate,248.18,80
S006,Pizza 517,9UYIKYSC1HQEX,Higiene,2025-10-03,CocaCola,90.55,127
S001,Zanahoria 162,ODNDKMO3M6AH,Panaderia,2027-10-20,CocaCola,32.49,56
S028,Papas 392,KBZ3K2RPXZYI,Carnes,2027-06-24,Lala,380.03,5
S014,Jugo 930,M6IP6SHBTYX,Verduras,2027-01-14,Bimbo,275.33,39
S021,Galletas 678,P2LTE0N4L5,Higiene,2026-03-22,CocaCola,241.59,142
S026,Brocoli 150,UYVNAEWD2B,Bebidas,2027-04-11,Colgate,184.88,12
S005,Leche 247,8R0YL5ZPF5O3,Limpieza,2026-03-17,Unilever,485.77,104
S003,Zanahoria 423,FF7IHSPUNY,Limpieza,2025-10-20,Bimbo,424.6,9
S007,Galletas 334,Z6026PQXMC,Congelados,2026-11-25,Unilever,160.26,45
S016,Acondicionador 982,ABVGS6EJWBM,Verduras,2026-04-05,Nestle,267.57,64
S006,Pan 654,8BAZ8KYN4W25,Congelados,2025-05-11,Unilever,362.39,161
S018,Yogurt 962,LAX55OPI7U5I,Snacks,2025-07-18,Unilever,141.51,69
S005,Shampoo 577,7VV1N156K2,Frutas,2025-11-28,Lala,15.53,5
S021,Jabon 359,FU0CXT3HJ6EB,Bebidas,2027-07-28,Sabritas,344.74,160
S003,Jabon 767,J3R950LKTS,Bebidas,2026-09-12,Colgate,336.7,164
S022,Jabon 513,D4O0RJDG97,Verduras,2025-05-13,Colgate,336.05,118
S023,Brocoli 8,XL1XYHDSHU3F,Congelados,2026-06-07,PepsiCo,492.88,15
S013,Galletas 848,TIZQGVZOAX8W,Snacks,2026-03-08,Maseca,436.61,198
S007,Shampoo 324,OMALZIB0TOJ,Higiene,2027-07-18,CocaCola,417.94,81
S029,Detergente 772,A9UA787UY3,Frutas,2025-04-07,Nestle,287.72,65
S018,Helado 966,IRGA6EFZV2PHU,Congelados,2025-09-17,Bimbo,403.77,126
S020,Naranja 125,VS4U0RQXMI17,Bebidas,2025-05-17,Unilever,209.0,182
S022,Pan 52,OJRB9ED184,Carnes,2027-12-10,Maseca,375.02,173
S005,Jugo 590,ZQ73ZOUXCP,Higiene,2025-06-08,Unilever,427.4,181
S014,Shampoo 40,90XT8IM5RAG,Snacks,2026-07-02,Colgate,265.26,59
S015,Pizza 190,0FHRH0YGW9TWO,Higiene,2025-08-28,Colgate,112.06,158
S020,Leche 572,CIKKSMPIVZA,Bebidas,2027-04-15,Bimbo,7.4,46
S005,Acondicionador 46,PG41I51BWZALJ,Panaderia,2027-10-15,Maseca,30.21,58
S003,Brocoli 70,5ZFXLYFC8G2A,Verduras,2025-07-08,PepsiCo,365.93,54
S027,Refresco 932,0YPGURIX8L,Bebidas,2027-12-02,Maseca,42.74,121
S027,Naranja 765,3FG2EXOJBND,Frutas,2025-10-23,Bimbo,461.72,175
S015,Brocoli 37,9806011SEAD8T,Verduras,2025-11-13,Unilever,283.87,46
S025,Shampoo 110,WH03FTR9I2,Carnes,2027-09-28,Maseca,74.92,4
S015,Jabon 902,7FNTDOGMXT,Bebidas,2025-11-09,CocaCola,23.54,177
